Phase	Match No.	Match	Team	No.	Name	7mGoals	7mMissed	6mGoals	6mMissed	WingGoals	WingMissed	BTGoals	BTMissed	FBGoals	FBMissed	EGGoals	EGMissed	9mGoals	9mMissed	TF	YC	RC	BC	2Min	AS	ST	BS	Time	scoring	prod100
Main Round	49	SWE-BLR	BLR	47	PADSHYVALAU Aliaksandr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	49	SWE-BLR	BLR	50	KARALEK Artsem	0	0	3	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	53,61666667	2,8	5,222256761
Main Round	49	SWE-BLR	BLR	55	VAILUPAU Mikita	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	60	6,1	10,16666667
Main Round	49	SWE-BLR	BLR	62	SAMOILA Kiryl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	49	SWE-BLR	BLR	74	BOKHAN Viachaslau	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	37,01666667	2,65	7,158937416
Main Round	49	SWE-BLR	BLR	95	GAYDUCHENKO Vadim	0	0	0	1	0	0	1	0	0	1	0	0	1	3	0	0	0	0	0	5	0	0	44,86666667	2,3	5,126300149
Main Round	49	SWE-BLR	BLR	98	ALIOKHIN Mikalai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	50	RHF-EGY	RHF	5	KISELEV Dmitrii	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	15,08333333	-4,7	-31,16022099
Main Round	50	RHF-EGY	RHF	16	PAVLENKO Dmitrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,13333333	0	0
Main Round	50	RHF-EGY	RHF	17	KOTOV Aleksandr	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	42,45	0,3	0,706713781
Main Round	50	RHF-EGY	RHF	23	OSTASHCHENKO Roman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21,98333333	-0,8	-3,639120546
Main Round	50	RHF-EGY	RHF	24	KORNEV Dmitry	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,43333333	-0,7	-4,535637149
Main Round	50	RHF-EGY	RHF	27	VASILEV Denis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8,683333333	-0,6	-6,909788868
Main Round	50	RHF-EGY	RHF	28	KUDINOV Sergei	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	33,4	1	2,994011976
Main Round	50	RHF-EGY	RHF	30	ERMAKOV Aleksandr	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34,41666667	-0,7	-2,033898305
Main Round	50	RHF-EGY	RHF	33	SHISHKAREV Daniil	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	40,9	-0,35	-0,855745721
Main Round	50	RHF-EGY	RHF	44	SOROKA Igor	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40,61666667	-1,8	-4,431678293
Main Round	50	RHF-EGY	RHF	55	VALIULLIN Azat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8,216666667	0,8	9,736308316
Main Round	50	RHF-EGY	RHF	76	TRETYNKO Stanislav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,28333333	0	0
Main Round	50	RHF-EGY	RHF	78	ANDREEV Pavel	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	35,31666667	3,2	9,060877773
Main Round	50	RHF-EGY	RHF	87	KIREEV Viktor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26,25	0	0
Main Round	50	RHF-EGY	RHF	89	ZHITNIKOV Dmitrii	0	0	1	0	0	0	1	0	0	0	0	0	2	1	3	0	0	0	1	3	0	0	38,8	3,6	9,278350515
Main Round	50	RHF-EGY	RHF	99	KOSOROTOV Sergei Mark	2	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	1	3	0	0	30,7	11,5	37,45928339
Main Round	50	RHF-EGY	EGY	5	OMAR Yahia	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	32,9	0,2	0,607902736
Main Round	50	RHF-EGY	EGY	9	HASSAN Eslam	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10,2	0,2	1,960784314
Main Round	50	RHF-EGY	EGY	11	MOAMEN Ahmed	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	25,23333333	0,95	3,764861295
Main Round	50	RHF-EGY	EGY	15	HESHAM Ahmed	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	33,26666667	-2,1	-6,312625251
Main Round	50	RHF-EGY	EGY	24	ELMASRY Ibrahim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	33,2	-1,6	-4,819277108
Main Round	50	RHF-EGY	EGY	25	NAWAR Wisam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,633333333	0	0
Main Round	50	RHF-EGY	EGY	31	ELWAKIL Omar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	50	RHF-EGY	EGY	39	ELDERAA Yehia	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	3	1	0	39,3	2,8	7,124681934
Main Round	50	RHF-EGY	EGY	42	KADDAH Hassan	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4,166666667	-1,55	-37,2
Main Round	50	RHF-EGY	EGY	45	ELDERAA Seif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25,25	0,8	3,168316832
Main Round	50	RHF-EGY	EGY	66	ELAHMAR Ahmed	1	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	3	0	0	25,43333333	9,8	38,53211009
Main Round	50	RHF-EGY	EGY	88	HENDAWY Karim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13,6	0	0
Main Round	50	RHF-EGY	EGY	89	MAMDOUH Mohamed	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	36,96666667	4,6	12,44364292
Main Round	50	RHF-EGY	EGY	90	ZEIN Ali	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	1	3	0	1	34,06666667	6,25	18,34637965
Main Round	50	RHF-EGY	EGY	91	SANAD Mohammad	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58,3	5,3	9,090909091
Main Round	50	RHF-EGY	EGY	96	ELTAYAR Mohamed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41,48333333	0	0
Main Round	51	MKD-SLO	MKD	1	MITREVSKI Nikola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38,56666667	0	0
Main Round	51	MKD-SLO	MKD	4	VELKOVSKI Martin	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9,916666667	-0,75	-7,56302521
Main Round	51	MKD-SLO	MKD	5	STOILOV Stojanche	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	33,71666667	-2,1	-6,228373702
Main Round	51	MKD-SLO	MKD	6	DIMITRIOSKI Dimitar	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	59,93333333	1,3	2,169076752
Main Round	51	MKD-SLO	MKD	7	LAZAROV Kiril	3	0	0	0	1	0	0	0	0	1	0	0	1	4	1	0	0	0	0	1	0	0	22,1	1,05	4,751131222
Main Round	51	MKD-SLO	MKD	11	TALESKI Filip	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	36,75	3,7	10,06802721
Main Round	51	MKD-SLO	MKD	12	TOMOVSKI Martin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19,98333333	0,85	4,253544621
Main Round	51	MKD-SLO	MKD	17	MARKOSKI Nikola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14,28333333	0,8	5,600933489
Main Round	51	MKD-SLO	MKD	18	KUZMANOVSKI Filip	0	0	2	1	0	0	1	0	0	0	0	0	1	4	2	0	0	0	1	1	1	1	48,03333333	0,85	1,769604441
Main Round	51	MKD-SLO	MKD	19	KOSTESKI Nenad	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	40,15	-1,25	-3,113325031
Main Round	51	MKD-SLO	MKD	21	TANKOSKI Mario	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	2	0	0	17,06666667	-0,25	-1,46484375
Main Round	51	MKD-SLO	MKD	25	KRSTEVSKI Goran	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10,31666667	-0,75	-7,269789984
Main Round	51	MKD-SLO	MKD	28	POPOVSKI Martin	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23,85	1	4,192872117
Main Round	51	MKD-SLO	MKD	33	PESHEVSKI Zharko	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15,95	3,7	23,19749216
Main Round	51	MKD-SLO	MKD	77	SERAFIMOV Martin	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	10,71666667	0,45	4,199066874
Main Round	51	MKD-SLO	MKD	97	MISHEVSKI Marko	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	18,66666667	-2,3	-12,32142857
Main Round	51	MKD-SLO	SLO	2	SKUBE Stas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	51	MKD-SLO	SLO	3	BLAGOTINSEK Blaz	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	43,6	0,5	1,146788991
Main Round	51	MKD-SLO	SLO	5	HENIGMAN Nik	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	58,5	1,45	2,478632479
Main Round	51	MKD-SLO	SLO	8	JANC Blaz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	51	MKD-SLO	SLO	11	DOLENEC Jure	0	0	0	1	0	0	2	0	0	2	0	0	3	1	2	0	0	0	0	0	0	0	24,11666667	0,45	1,865929509
Main Round	51	MKD-SLO	SLO	13	CINGESAR Darko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,383333333	0	0
Main Round	51	MKD-SLO	SLO	17	CEHTE Nejc	0	0	1	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	27,36666667	4,2	15,34713764
Main Round	51	MKD-SLO	SLO	21	GAJIC Dragan	2	0	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	59,85	7,15	11,946533
Main Round	51	MKD-SLO	SLO	22	GABER Matej	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,31666667	1	4,691164973
Main Round	51	MKD-SLO	SLO	23	ZARABEC Miha	0	0	0	1	0	0	2	0	1	0	0	0	1	3	1	0	0	0	0	3	0	0	48,86666667	3,3	6,753069577
Main Round	51	MKD-SLO	SLO	26	FERLIN Klemen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,25	0	0
Main Round	51	MKD-SLO	SLO	34	OVNICEK Rok	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10,71666667	2	18,66251944
Main Round	51	MKD-SLO	SLO	44	BOMBAC Dean	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	12,71666667	-0,6	-4,718217562
Main Round	51	MKD-SLO	SLO	51	MACKOVSEK Borut	0	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	1	0	1	1	41,36666667	6,55	15,83400483
Main Round	51	MKD-SLO	SLO	90	LESJAK Urban	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	58,66666667	0,85	1,448863636
Main Round	51	MKD-SLO	SLO	95	SUHOLEZNIK Matic	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10,28333333	-0,6	-5,834683955
Main Round	52	FRA-ALG	FRA	5	REMILI Nedim	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	3	1	0	29,81666667	4,5	15,0922303
Main Round	52	FRA-ALG	FRA	7	LAGARDE Romain	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	3	0	0	33,61666667	-0,45	-1,338621715
Main Round	52	FRA-ALG	FRA	9	RICHARDSON Melvyn	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	12,06666667	1,1	9,116022099
Main Round	52	FRA-ALG	FRA	10	MEM Dika	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	31,06666667	6,8	21,88841202
Main Round	52	FRA-ALG	FRA	11	TOURNAT Nicolas	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16,81666667	2,2	13,08225966
Main Round	52	FRA-ALG	FRA	12	GERARD Vincent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57,36666667	0	0
Main Round	52	FRA-ALG	FRA	14	MAHE Kentin	1	1	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	13,51666667	3,3	24,41430333
Main Round	52	FRA-ALG	FRA	16	GENTY Yann	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,516666667	0	0
Main Round	52	FRA-ALG	FRA	19	ABALO Luc	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42,26666667	0,3	0,70977918
Main Round	52	FRA-ALG	FRA	21	GUIGOU Michael	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	31,91666667	-1,6	-5,01305483
Main Round	52	FRA-ALG	FRA	22	KARABATIC Luka	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	29,16666667	3,4	11,65714286
Main Round	52	FRA-ALG	FRA	23	FABREGAS Ludovic	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	36,46666667	6,45	17,68738574
Main Round	52	FRA-ALG	FRA	25	DESCAT Hugo	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	29,75	-1,5	-5,042016807
Main Round	52	FRA-ALG	FRA	27	DIPANDA Adrien	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	12,38333333	3,5	28,26379542
Main Round	52	FRA-ALG	FRA	28	PORTE Valentin	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	16,88333333	3	17,76900296
Main Round	52	FRA-ALG	FRA	37	ACQUEVILLO Jean Jacques	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	26,38333333	1,4	5,306380291
Main Round	52	FRA-ALG	ALG	2	NAIM Zohir	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	10,11666667	0,05	0,494233937
Main Round	52	FRA-ALG	ALG	6	BERKOUS Messaoud	3	0	1	2	0	1	1	0	0	0	0	0	2	5	1	0	0	0	0	3	1	0	44,36666667	4,7	10,59353869
Main Round	52	FRA-ALG	ALG	7	HICHEM Daoud	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	39,15	3	7,662835249
Main Round	52	FRA-ALG	ALG	13	CHEHBOUR Riad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,966666667	0	0
Main Round	52	FRA-ALG	ALG	15	SAKER Redouane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30,91666667	0,2	0,64690027
Main Round	52	FRA-ALG	ALG	16	ZEMOUCHI Yahia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27,25	0	0
Main Round	52	FRA-ALG	ALG	18	KAABECHE Hichem	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	55	1,2	2,181818182
Main Round	52	FRA-ALG	ALG	19	ENSAAD Oqba	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,7	-inf
Main Round	52	FRA-ALG	ALG	21	BOUDJENAH Oussem	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23,16666667	1	4,316546763
Main Round	52	FRA-ALG	ALG	22	GHEDBANE Khalifa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25,51666667	0	0
Main Round	52	FRA-ALG	ALG	23	ABDERAHIM Berriah	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	16,25	-1,55	-9,538461538
Main Round	52	FRA-ALG	ALG	25	BENDJILALI Sofiane	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12,65	0,2	1,581027668
Main Round	52	FRA-ALG	ALG	36	ABDELKADER Rahim	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	43,96666667	0,7	1,592115239
Main Round	52	FRA-ALG	ALG	44	HADJ SADOK Moustapha	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	20,8	-1,6	-7,692307692
Main Round	52	FRA-ALG	ALG	77	ARIB Reda	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	25,23333333	3,1	12,28533686
Main Round	52	FRA-ALG	ALG	87	AYOUB Abdi	0	0	2	0	0	0	0	0	0	1	0	0	4	6	3	1	0	0	0	4	1	0	41,65	3,8	9,12364946
Main Round	53	POR-NOR	POR	1	QUINTANA Alfredo	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42,18333333	1	2,370604504
Main Round	53	POR-NOR	POR	4	PORTELA Pedro	0	1	1	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	43,58333333	2,3	5,277246654
Main Round	53	POR-NOR	POR	5	DUARTE Gilberto	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	31,7	2,2	6,940063091
Main Round	53	POR-NOR	POR	8	ITURRIZA Victor	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	27,95	0,7	2,504472272
Main Round	53	POR-NOR	POR	10	MARTINS Miguel	0	0	0	0	0	0	1	1	1	0	0	0	3	3	0	0	0	0	0	2	0	0	32,25	5,25	16,27906977
Main Round	53	POR-NOR	POR	11	MOREIRA Belone	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	12,1	-0,7	-5,785123967
Main Round	53	POR-NOR	POR	14	SILVA Rui	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	3	0	0	16,36666667	-1,2	-7,33197556
Main Round	53	POR-NOR	POR	15	SALINA Daymaro	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	19,28333333	0,25	1,296456353
Main Round	53	POR-NOR	POR	16	GOMES Humberto	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,733333333	0	0
Main Round	53	POR-NOR	POR	22	BORGES Alexis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	53,36666667	0,2	0,374765771
Main Round	53	POR-NOR	POR	23	BRANQUINHO Diogo	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	44,13333333	0,6	1,359516616
Main Round	53	POR-NOR	POR	24	CAVALCANTI Alexandre	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6,65	-1,45	-21,80451128
Main Round	53	POR-NOR	POR	25	AREIA Antonio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,433333333	0	0
Main Round	53	POR-NOR	POR	27	GOMES Andre	0	0	1	0	0	0	1	0	1	0	0	0	1	4	1	0	0	0	0	0	0	0	31,56666667	0,7	2,217529039
Main Round	53	POR-NOR	POR	30	FERNANDES Leonel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	14,46666667	1,65	11,40552995
Main Round	53	POR-NOR	POR	88	MAGALHAES Fabio	0	0	0	0	0	0	2	0	0	0	0	0	2	1	2	0	0	0	1	6	0	0	27,23333333	6,95	25,52019584
Main Round	53	POR-NOR	NOR	5	SAGOSEN Sander	2	1	0	0	0	0	0	0	0	1	0	0	4	5	3	0	0	0	2	7	0	0	46,08333333	3,4	7,377938517
Main Round	53	POR-NOR	NOR	8	MYRHOL Bjarte	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18,05	1,45	8,033240997
Main Round	53	POR-NOR	NOR	9	JAKOBSEN Henrik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,283333333	0	0
Main Round	53	POR-NOR	NOR	11	OVERBY Petter	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	45,36666667	1,3	2,865540044
Main Round	53	POR-NOR	NOR	12	SAEVERAS Kristian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	53	POR-NOR	NOR	15	TONNESEN Kent Robin	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7,066666667	0,2	2,830188679
Main Round	53	POR-NOR	NOR	17	JONDAL Magnus	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	60	5,15	8,583333333
Main Round	53	POR-NOR	NOR	19	BJORNSEN Kristian	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	58,33333333	2,2	3,771428571
Main Round	53	POR-NOR	NOR	23	JOHANNESSEN Goran Sogard	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	2	0	0	26,35	1,65	6,261859583
Main Round	53	POR-NOR	NOR	24	O`SULLIVAN Christian	0	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	0	0	0	4	1	0	47,61666667	4	8,400420021
Main Round	53	POR-NOR	NOR	25	TANGEN Eivind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	53	POR-NOR	NOR	27	REINKIND Harald	0	0	0	0	0	0	2	0	1	0	0	0	2	2	2	0	0	0	0	1	0	0	52,81666667	3,75	7,100031556
Main Round	53	POR-NOR	NOR	30	BERGERUD Torbjorn Sittrup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57,03333333	0	0
Main Round	53	POR-NOR	NOR	32	SOLSTAD Thomas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	53	POR-NOR	NOR	44	GULLIKSEN Kevin Maagero	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	53	POR-NOR	NOR	71	BLONZ Alexandre Christoffersen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Main Round	54	SUI-ISL	SUI	2	SCHMID Andy	1	0	0	0	0	0	2	0	1	0	0	0	2	8	3	0	0	0	0	1	1	0	55,95	0,25	0,446827525
Main Round	54	SUI-ISL	SUI	4	RUBIN Lenny	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	18,71666667	0,8	4,274265361
Main Round	54	SUI-ISL	SUI	6	TYNOWSKI Cedrie	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	54,98333333	0,8	1,45498636
Main Round	54	SUI-ISL	SUI	8	SVAJLEN Michal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	27,25	1,6	5,871559633
Main Round	54	SUI-ISL	SUI	9	LIER Marvin	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	24,73333333	-0,6	-2,425876011
Main Round	54	SUI-ISL	SUI	11	SIDOROWICZ Roman	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	19,2	4,45	23,17708333
Main Round	54	SUI-ISL	SUI	15	RAEMY Nicolas	0	0	1	0	0	1	1	0	0	0	0	0	1	1	2	0	0	0	1	1	0	0	38,55	0,5	1,297016861
Main Round	54	SUI-ISL	SUI	16	PORTNER Nikola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49,85	0	0
Main Round	54	SUI-ISL	SUI	17	ROTHLISBERGER Samuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	41,95	1,65	3,933253874
Main Round	54	SUI-ISL	SUI	22	SCHELKER Jonas	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3,9	-0,55	-14,1025641
Main Round	54	SUI-ISL	SUI	24	TOMINEC Nik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,6	0	0
Main Round	54	SUI-ISL	SUI	29	ZEHNDER Samuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,3	0	0
Main Round	54	SUI-ISL	SUI	31	BRINGOLF Aurel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,816666667	0	0
Main Round	54	SUI-ISL	SUI	34	MILOSEVIC Alen	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	57,16666667	1,95	3,411078717
Main Round	54	SUI-ISL	SUI	36	NOVAK Philip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1,983333333	-0,8	-40,33613445
Main Round	54	SUI-ISL	SUI	44	BEN ROMDHANE Medhi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,05	0	0
Main Round	54	SUI-ISL	ISL	1	GUSTAVSSON Bjorgvin Pall	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	42,58333333	2	4,69667319
Main Round	54	SUI-ISL	ISL	7	KRISTJANSSON Viggo	1	1	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	1	0	0	23,15	-1,75	-7,559395248
